Sample 0: No. iterations = 512, Error = 0.0296621
Sample 1: No. iterations = 512, Error = 0.025594
Sample 2: No. iterations = 512, Error = 0.0225057
Sample 3: No. iterations = 512, Error = 0.032357
Sample 4: No. iterations = 512, Error = 0.021235
Sample 5: No. iterations = 512, Error = 0.0246802
Sample 6: No. iterations = 512, Error = 0.0265243
Sample 7: No. iterations = 512, Error = 0.0307687
Sample 8: No. iterations = 512, Error = 0.022793
Sample 9: No. iterations = 512, Error = 0.0224101
Sample 10: No. iterations = 512, Error = 0.031048
Sample 11: No. iterations = 512, Error = 0.0237868
Sample 12: No. iterations = 512, Error = 0.0269244
Sample 13: No. iterations = 512, Error = 0.0319845
Sample 14: No. iterations = 512, Error = 0.0250591
Sample 15: No. iterations = 512, Error = 0.0268793
Sample 16: No. iterations = 512, Error = 0.0231081
Sample 17: No. iterations = 512, Error = 0.0236766
Sample 18: No. iterations = 512, Error = 0.0231831
Sample 19: No. iterations = 512, Error = 0.0275799
Sample 20: No. iterations = 512, Error = 0.0275626
Sample 21: No. iterations = 512, Error = 0.0248463
Sample 22: No. iterations = 512, Error = 0.0247845
Sample 23: No. iterations = 512, Error = 0.0224895
Sample 24: No. iterations = 512, Error = 0.0255407
Sample 25: No. iterations = 512, Error = 0.025338
Sample 26: No. iterations = 512, Error = 0.0239899
Sample 27: No. iterations = 512, Error = 0.028278
Sample 28: No. iterations = 512, Error = 0.0331839
Sample 29: No. iterations = 512, Error = 0.0251654
Sample 30: No. iterations = 512, Error = 0.0254909
Sample 31: No. iterations = 512, Error = 0.0279125
Sample 32: No. iterations = 512, Error = 0.0237875
Sample 33: No. iterations = 512, Error = 0.0292769
Sample 34: No. iterations = 512, Error = 0.02633
Sample 35: No. iterations = 512, Error = 0.0240147
Sample 36: No. iterations = 512, Error = 0.0245775
Sample 37: No. iterations = 512, Error = 0.0406414
Sample 38: No. iterations = 512, Error = 0.0267831
Sample 39: No. iterations = 512, Error = 0.0239841
Sample 40: No. iterations = 512, Error = 0.0299694
Sample 41: No. iterations = 512, Error = 0.0280285
Sample 42: No. iterations = 512, Error = 0.0229975
Sample 43: No. iterations = 512, Error = 0.026815
Sample 44: No. iterations = 512, Error = 0.0248747
Sample 45: No. iterations = 512, Error = 0.0234871
Sample 46: No. iterations = 512, Error = 0.0232886
Sample 47: No. iterations = 512, Error = 0.0233574
Sample 48: No. iterations = 512, Error = 0.023488
Sample 49: No. iterations = 512, Error = 0.0284359
Sample 50: No. iterations = 512, Error = 0.0237322
Sample 51: No. iterations = 512, Error = 0.0195286
Sample 52: No. iterations = 512, Error = 0.0206136
Sample 53: No. iterations = 512, Error = 0.0275552
Sample 54: No. iterations = 512, Error = 0.0217391
Sample 55: No. iterations = 512, Error = 0.0308455
Sample 56: No. iterations = 512, Error = 0.0260475
Sample 57: No. iterations = 512, Error = 0.0304767
Sample 58: No. iterations = 512, Error = 0.024348
Sample 59: No. iterations = 512, Error = 0.0186402
Sample 60: No. iterations = 512, Error = 0.0196382
Sample 61: No. iterations = 512, Error = 0.0309343
Sample 62: No. iterations = 512, Error = 0.0258626
Sample 63: No. iterations = 512, Error = 0.0294605
Sample 64: No. iterations = 512, Error = 0.0200397
Sample 65: No. iterations = 512, Error = 0.0238889
Sample 66: No. iterations = 512, Error = 0.0238294
Sample 67: No. iterations = 512, Error = 0.0225523
Sample 68: No. iterations = 512, Error = 0.0219246
