Sample 0: No. iterations = 512, Error = 0.0121333
Sample 1: No. iterations = 512, Error = 0.0119334
Sample 2: No. iterations = 512, Error = 0.013308
Sample 3: No. iterations = 512, Error = 0.0111414
Sample 4: No. iterations = 512, Error = 0.0159964
Sample 5: No. iterations = 512, Error = 0.0132345
Sample 6: No. iterations = 512, Error = 0.0138122
Sample 7: No. iterations = 512, Error = 0.0132796
Sample 8: No. iterations = 512, Error = 0.0133122
Sample 9: No. iterations = 512, Error = 0.0131737
Sample 10: No. iterations = 512, Error = 0.011063
Sample 11: No. iterations = 512, Error = 0.0123218
Sample 12: No. iterations = 512, Error = 0.0133132
Sample 13: No. iterations = 512, Error = 0.0119408
Sample 14: No. iterations = 512, Error = 0.0125615
Sample 15: No. iterations = 512, Error = 0.0116388
Sample 16: No. iterations = 512, Error = 0.0113647
Sample 17: No. iterations = 512, Error = 0.0120124
Sample 18: No. iterations = 512, Error = 0.0132163
Sample 19: No. iterations = 512, Error = 0.0140605
Sample 20: No. iterations = 512, Error = 0.0113287
Sample 21: No. iterations = 512, Error = 0.0117047
Sample 22: No. iterations = 512, Error = 0.0114513
Sample 23: No. iterations = 512, Error = 0.01207
Sample 24: No. iterations = 512, Error = 0.0126325
Sample 25: No. iterations = 512, Error = 0.0139248
Sample 26: No. iterations = 512, Error = 0.012664
Sample 27: No. iterations = 512, Error = 0.0105027
Sample 28: No. iterations = 512, Error = 0.0107391
Sample 29: No. iterations = 512, Error = 0.0110531
Sample 30: No. iterations = 512, Error = 0.0118746
Sample 31: No. iterations = 512, Error = 0.012325
Sample 32: No. iterations = 512, Error = 0.0114225
Sample 33: No. iterations = 512, Error = 0.0112488
Sample 34: No. iterations = 512, Error = 0.0114574
Sample 35: No. iterations = 512, Error = 0.012212
Sample 36: No. iterations = 512, Error = 0.0113913
Sample 37: No. iterations = 512, Error = 0.0106197
Sample 38: No. iterations = 512, Error = 0.0106369
Sample 39: No. iterations = 512, Error = 0.0112168
Sample 40: No. iterations = 512, Error = 0.0104661
Sample 41: No. iterations = 512, Error = 0.0102156
Sample 42: No. iterations = 512, Error = 0.0133749
Sample 43: No. iterations = 512, Error = 0.0136966
Sample 44: No. iterations = 512, Error = 0.0112266
Sample 45: No. iterations = 512, Error = 0.0121571
Sample 46: No. iterations = 512, Error = 0.0126808
Sample 47: No. iterations = 512, Error = 0.0111111
Sample 48: No. iterations = 512, Error = 0.0125165
Sample 49: No. iterations = 512, Error = 0.0124478
Sample 50: No. iterations = 512, Error = 0.0112258
Sample 51: No. iterations = 512, Error = 0.0125609
Sample 52: No. iterations = 512, Error = 0.0114013
Sample 53: No. iterations = 512, Error = 0.01325
Sample 54: No. iterations = 512, Error = 0.0122106
Sample 55: No. iterations = 512, Error = 0.0103134
Sample 56: No. iterations = 512, Error = 0.0145768
Sample 57: No. iterations = 512, Error = 0.0104931
Sample 58: No. iterations = 512, Error = 0.0117762
Sample 59: No. iterations = 512, Error = 0.0133213
Sample 60: No. iterations = 512, Error = 0.013931
Sample 61: No. iterations = 512, Error = 0.00964351
Sample 62: No. iterations = 512, Error = 0.0102442
Sample 63: No. iterations = 512, Error = 0.011386
Sample 64: No. iterations = 512, Error = 0.0106087
Sample 65: No. iterations = 512, Error = 0.0141843
Sample 66: No. iterations = 512, Error = 0.00957712
