-0.4 -0.1 -0.1 0 -0.1 0.1 0.1 -0.4 0 0.4 -0.2 -0.3 0.2 0.1 -0.1 0 
-0.173224 -0.377861 -0.328677 -0.0855276 -0.633933 -0.508594 0.0763442 -0.0290712 -0.263 -0.536485 -0.301983 -0.160975 0.513938 0.554469 -0.245357 0.484597 
0.106406 0.352502 -0.479203 0.257954 0.231054 0.514779 0.188512 -0.428561 -0.225819 -0.0196372 -0.0158073 -0.82542 0.568073 0.220948 0.200978 -0.269231 
-0.329156 0.533836 -0.379051 0.348383 -0.355777 -0.0226387 -0.028774 0.00291105 -0.404631 -0.089132 -0.508838 0.183411 0.680557 0.0997043 -0.371279 -0.401202 
-0.00796561 -0.400254 -0.0355337 0.293317 0.440733 -0.278799 0.236596 0.51118 -0.30495 0.359023 0.375335 0.183657 0.120428 0.114012 -0.0567885 -0.487795 
-0.289194 0.177129 0.127644 -0.413891 0.231718 0.671095 -0.156403 -0.560281 -0.354849 -0.314698 0.656098 -0.576379 -0.479975 0.408092 0.101787 -0.00796482 
-0.132289 0.462189 -0.2016 0.420304 0.329465 -0.274797 -0.175787 0.2926 -0.0466677 -0.0127869 -0.269938 -0.021998 0.820191 0.661379 0.459308 0.670116 
0 -0.5 0.4 -0.2 0.2 -0.3 -0.4 0.5 0 -0.3 0.2 0.4 -0.4 -0.1 0 0.5 
0.2 0 0.5 0.4 0.2 0.3 0.2 0 0.5 -0.4 0.5 -0.5 -0.4 -0.2 0.3 -0.5 
-0.4 -0.3 0 0.1 0.2 0 0.2 0 0.1 0 0 -0.2 0.4 -0.3 0.2 0.5 
0.226901 0.0645727 -0.100775 -0.00655952 -0.157527 -0.0987985 0.437915 -0.019873 -0.172865 0.412546 0.427661 0.406646 0.283937 0.20213 -0.00897133 0.114722 
-0.160397 -0.240804 0.856086 1.3497 0.541722 -0.206606 -0.110732 -0.402895 0.390808 0.787277 -0.0506588 -0.883066 -0.102487 0.971592 -1.61912 -0.474921 
-0.0733673 -0.566486 -0.156538 0.521009 1.029 -0.1398 0.392206 0.277741 0.7034 0.0601483 0.595671 -0.221712 0.0832432 0.223255 -0.535522 -0.287042 
-0.688991 0.0554733 -0.233248 0.381181 0.386737 0.352839 -0.308911 -0.678268 0.593415 0.102425 0.431291 -0.380142 0.427008 0.282145 0.503447 -0.234731 
-0.371393 0.371557 0.616336 -0.0434419 0.233208 0.978488 0.68612 -0.219204 -0.152957 -0.187474 0.21465 -0.150414 -0.0448627 -0.491881 0.147889 -0.508216 
-0.529492 0.111543 -0.659227 -0.554961 0.623455 0.0930071 -0.324794 0.239017 0.622812 0.154392 0.328389 0.474042 -0.291624 -0.53653 1.01614 -0.0407638 
0.18247 0.604001 0.00738189 -0.0266081 -0.380719 0.365326 0.167317 -0.456827 0.336649 0.0888302 0.731104 -0.678163 0.172112 -0.215237 0.123949 0.147953 
0.135321 0.0291867 0.0618412 0.00620656 -0.212048 -0.210343 0.38319 -0.509614 0.259675 0.0154808 0.183217 0.23587 -0.471008 -0.240255 0.083864 -0.407132 
-0.00944024 -0.434944 -0.0425618 0.280029 -0.207361 -0.410835 0.058924 0.5979 0.0888998 0.675894 -0.154931 0.0505257 -0.0444298 -0.196117 -0.781426 0.011149 
-0.1 -0.4 0.2 0.1 -0.3 -0.5 0.5 -0.1 -0.1 -0.2 0.2 0.5 -0.4 0.4 -0.3 0.4 
0.4 0.3 0 0.3 -0.1 0 0.3 -0.1 -0.4 -0.3 -0.4 0.4 0.5 -0.3 0.3 -0.2 
0.246608 -1.19776 0.15502 -0.336534 -0.521796 0.0821857 -0.358705 -0.183905 0.983728 1.0556 0.546644 -0.315341 -2.58309 0.507891 -0.175192 0.687796 
0.793301 0.402421 -0.651536 -0.577853 0.132946 -0.664179 -0.187524 0.950345 0.522102 1.03005 -0.000966882 0.0967838 -1.01269 -0.509874 0.254685 -0.146329 
0.224756 0.537707 -0.45856 -0.164852 0.140315 -0.255271 0.16996 0.438115 0.644295 0.36219 -0.367898 0.487959 -0.460055 -0.053305 0.186278 -0.0273211 
-0.234352 0.801762 -0.796944 -0.0636608 -0.353187 0.0987507 -0.141054 0.515248 0.528334 0.152401 -0.145217 0.263199 -0.894566 0.173245 -0.219711 -0.550424 
0.0139673 0.466633 -0.274004 -0.36619 0.0601962 -0.803626 -0.187869 -0.424463 0.39316 0.769553 0.0168101 -0.104901 0.598076 0.193221 -0.106959 0.353201 
-0.410969 0.357018 0.0679166 -0.574275 0.384873 -0.901366 -0.535776 0.481141 0.869216 0.527252 -0.096916 -0.23627 0.123772 0.238185 0.123205 0.273718 
