Sample 0: No. iterations = 512, Error = 0.0228268
Sample 1: No. iterations = 512, Error = 0.0267006
Sample 2: No. iterations = 512, Error = 0.0226021
Sample 3: No. iterations = 512, Error = 0.0267716
Sample 4: No. iterations = 512, Error = 0.022865
Sample 5: No. iterations = 512, Error = 0.0280189
Sample 6: No. iterations = 512, Error = 0.0228849
Sample 7: No. iterations = 512, Error = 0.0243085
Sample 8: No. iterations = 512, Error = 0.0166556
Sample 9: No. iterations = 512, Error = 0.021793
Sample 10: No. iterations = 512, Error = 0.0231838
Sample 11: No. iterations = 512, Error = 0.026543
Sample 12: No. iterations = 512, Error = 0.0260353
Sample 13: No. iterations = 512, Error = 0.0219872
Sample 14: No. iterations = 512, Error = 0.0213157
Sample 15: No. iterations = 512, Error = 0.0204949
Sample 16: No. iterations = 512, Error = 0.022624
Sample 17: No. iterations = 512, Error = 0.0221427
Sample 18: No. iterations = 512, Error = 0.0253312
Sample 19: No. iterations = 512, Error = 0.0252234
Sample 20: No. iterations = 512, Error = 0.0201772
Sample 21: No. iterations = 512, Error = 0.0274502
Sample 22: No. iterations = 512, Error = 0.0258666
Sample 23: No. iterations = 512, Error = 0.0220969
Sample 24: No. iterations = 512, Error = 0.0196232
Sample 25: No. iterations = 512, Error = 0.0199059
Sample 26: No. iterations = 512, Error = 0.0167911
Sample 27: No. iterations = 512, Error = 0.025397
Sample 28: No. iterations = 512, Error = 0.0209017
Sample 29: No. iterations = 512, Error = 0.0242538
Sample 30: No. iterations = 512, Error = 0.0301013
Sample 31: No. iterations = 512, Error = 0.0243939
Sample 32: No. iterations = 512, Error = 0.0211679
Sample 33: No. iterations = 512, Error = 0.0298293
Sample 34: No. iterations = 512, Error = 0.0250804
Sample 35: No. iterations = 512, Error = 0.0215934
Sample 36: No. iterations = 512, Error = 0.0204409
Sample 37: No. iterations = 512, Error = 0.0246379
Sample 38: No. iterations = 512, Error = 0.0244001
Sample 39: No. iterations = 512, Error = 0.0167055
Sample 40: No. iterations = 512, Error = 0.0224181
Sample 41: No. iterations = 512, Error = 0.0309984
Sample 42: No. iterations = 512, Error = 0.0258599
Sample 43: No. iterations = 512, Error = 0.0216704
Sample 44: No. iterations = 512, Error = 0.023373
Sample 45: No. iterations = 512, Error = 0.0284786
Sample 46: No. iterations = 512, Error = 0.0198667
Sample 47: No. iterations = 512, Error = 0.0231479
Sample 48: No. iterations = 512, Error = 0.0195903
Sample 49: No. iterations = 512, Error = 0.0200223
Sample 50: No. iterations = 512, Error = 0.0247564
Sample 51: No. iterations = 512, Error = 0.0190041
Sample 52: No. iterations = 512, Error = 0.0239694
Sample 53: No. iterations = 512, Error = 0.0190715
Sample 54: No. iterations = 512, Error = 0.0207843
Sample 55: No. iterations = 512, Error = 0.0204843
Sample 56: No. iterations = 512, Error = 0.0223452
Sample 57: No. iterations = 512, Error = 0.0222844
